category,subcategory,item_group,item_name,unit,description,tags,source
External Works & Roads,Drainage,uPVC Drain Pipe,uPVC Drain Pipe - 200mm,meter,,drainage,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
External Works & Roads,Drainage,Manhole Cover,Manhole Cover - D400,each,,drainage,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
External Works & Roads,Drainage,Manhole Cover,Manhole Cover - C250,each,,drainage,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
External Works & Roads,Drainage,Grating,Grating - Ductile iron grating,each,,drainage,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
External Works & Roads,Drainage,Grating,Grating - Galvanized grating,each,,drainage,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
External Works & Roads,Street Furniture,Street Lighting Pole,Street Lighting Pole - 6m pole,each,,external,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
External Works & Roads,Street Furniture,Street Lighting Pole,Street Lighting Pole - 9m pole,each,,external,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
External Works & Roads,Street Furniture,Street Lighting Pole,Street Lighting Pole - 12m pole,each,,external,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
External Works & Roads,Street Furniture,Road Marking Paint,Road Marking Paint - White road marking 20L,pail,,roads,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
External Works & Roads,Street Furniture,Road Marking Paint,Road Marking Paint - Yellow road marking 20L,pail,,roads,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,Ductile Iron Pipe,Ductile Iron Pipe - 100mm,meter,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,Ductile Iron Pipe,Ductile Iron Pipe - 150mm,meter,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,Ductile Iron Pipe,Ductile Iron Pipe - 200mm,meter,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,Ductile Iron Pipe,Ductile Iron Pipe - 300mm,meter,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,Ductile Iron Pipe,Ductile Iron Pipe - 450mm,meter,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,Ductile Iron Pipe,Ductile Iron Pipe - 600mm,meter,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,HDPE Water Pipe,HDPE Water Pipe - 63mm,meter,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,HDPE Water Pipe,HDPE Water Pipe - 90mm,meter,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,HDPE Water Pipe,HDPE Water Pipe - 110mm,meter,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,HDPE Water Pipe,HDPE Water Pipe - 160mm,meter,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,HDPE Water Pipe,HDPE Water Pipe - 200mm,meter,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Sewer,uPVC Sewer Pipe,uPVC Sewer Pipe - 150mm,meter,,utilities;sewer,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Sewer,uPVC Sewer Pipe,uPVC Sewer Pipe - 200mm,meter,,utilities;sewer,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Sewer,uPVC Sewer Pipe,uPVC Sewer Pipe - 250mm,meter,,utilities;sewer,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Sewer,uPVC Sewer Pipe,uPVC Sewer Pipe - 300mm,meter,,utilities;sewer,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Power & Telecom Ducts,HDPE Duct,HDPE Duct - 63mm,meter,,utilities;duct,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Power & Telecom Ducts,HDPE Duct,HDPE Duct - 90mm,meter,,utilities;duct,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Power & Telecom Ducts,HDPE Duct,HDPE Duct - 110mm,meter,,utilities;duct,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Power & Telecom Ducts,HDPE Duct,HDPE Duct - 160mm,meter,,utilities;duct,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Power & Telecom Ducts,PVC Duct,PVC Duct - 100mm,meter,,utilities;duct,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Power & Telecom Ducts,PVC Duct,PVC Duct - 150mm,meter,,utilities;duct,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Power & Telecom Ducts,PVC Duct,PVC Duct - 200mm,meter,,utilities;duct,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Landscaping & Irrigation,Soft Landscaping,Turf,Turf - Bermuda turf,square_meter,,landscaping,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Landscaping & Irrigation,Soft Landscaping,Turf,Turf - Zoysia turf,square_meter,,landscaping,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Landscaping & Irrigation,Soft Landscaping,Plants,Plants - Shrub 1L,each,,landscaping,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Landscaping & Irrigation,Soft Landscaping,Plants,Plants - Shrub 3L,each,,landscaping,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Landscaping & Irrigation,Soft Landscaping,Plants,Plants - Tree 2m,each,,landscaping,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Landscaping & Irrigation,Soft Landscaping,Plants,Plants - Tree 3m,each,,landscaping,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Landscaping & Irrigation,Soft Landscaping,Planting Soil,Planting Soil - Planting soil mix,cubic_meter,,landscaping,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Landscaping & Irrigation,Irrigation,Irrigation Pipe,Irrigation Pipe - 20mm,meter,,irrigation,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Landscaping & Irrigation,Irrigation,Irrigation Pipe,Irrigation Pipe - 25mm,meter,,irrigation,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Landscaping & Irrigation,Irrigation,Irrigation Pipe,Irrigation Pipe - 32mm,meter,,irrigation,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Landscaping & Irrigation,Irrigation,Irrigation Sprinkler,Irrigation Sprinkler - Pop-up sprinkler,each,,irrigation,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Landscaping & Irrigation,Irrigation,Irrigation Sprinkler,Irrigation Sprinkler - Drip emitter,each,,irrigation,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Temporary Works & Safety,Scaffolding,Scaffold Tube,Scaffold Tube - 48.3mm x 6m,meter,,temporary;scaffold,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Temporary Works & Safety,Scaffolding,Scaffold Tube,Scaffold Tube - 48.3mm x 3m,meter,,temporary;scaffold,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Temporary Works & Safety,Scaffolding,Scaffold Coupler,Scaffold Coupler - Right angle coupler,each,,temporary;scaffold,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Temporary Works & Safety,Scaffolding,Scaffold Coupler,Scaffold Coupler - Swivel coupler,each,,temporary;scaffold,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Temporary Works & Safety,Scaffolding,Scaffold Coupler,Scaffold Coupler - Sleeve coupler,each,,temporary;scaffold,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Temporary Works & Safety,Scaffolding,Scaffold Base Plate,Scaffold Base Plate - Base plate,each,,temporary;scaffold,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Temporary Works & Safety,Scaffolding,Scaffold Plank,Scaffold Plank - Steel plank 2.0m,each,,temporary;scaffold,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Temporary Works & Safety,Scaffolding,Scaffold Plank,Scaffold Plank - Steel plank 3.0m,each,,temporary;scaffold,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Temporary Works & Safety,Safety,Safety Net,Safety Net - Safety net,square_meter,,temporary;safety,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Temporary Works & Safety,Safety,Safety Mesh,Safety Mesh - Safety mesh,square_meter,,temporary;safety,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Temporary Works & Safety,Safety,Guardrail,Guardrail - Temporary guardrail,meter,,temporary;safety,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Structural Steel,Structural Sections,Concrete Hollow Section,Concrete Hollow Section - 50x50x3,ton,,steel,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Structural Steel,Structural Sections,Concrete Hollow Section,Concrete Hollow Section - 75x75x4,ton,,steel,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Structural Steel,Structural Sections,Concrete Hollow Section,Concrete Hollow Section - 100x100x5,ton,,steel,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Structural Steel,Structural Sections,Concrete Hollow Section,Concrete Hollow Section - 150x150x6,ton,,steel,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Structural Steel,Structural Sections,Concrete Hollow Section,Concrete Hollow Section - 200x200x8,ton,,steel,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,GI Pipe (Medium Class),GI Pipe (Medium Class) - 20mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,GI Pipe (Medium Class),GI Pipe (Medium Class) - 25mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,GI Pipe (Medium Class),GI Pipe (Medium Class) - 32mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,GI Pipe (Medium Class),GI Pipe (Medium Class) - 40mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,GI Pipe (Medium Class),GI Pipe (Medium Class) - 50mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,GI Pipe (Medium Class),GI Pipe (Medium Class) - 65mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,GI Pipe (Medium Class),GI Pipe (Medium Class) - 80mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,GI Pipe (Medium Class),GI Pipe (Medium Class) - 100mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,GI Pipe (Medium Class),GI Pipe (Medium Class) - 150mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,Ductile Iron Fittings,Ductile Iron Fittings - 100mm elbow,each,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,Ductile Iron Fittings,Ductile Iron Fittings - 150mm elbow,each,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,Ductile Iron Fittings,Ductile Iron Fittings - 200mm elbow,each,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,Ductile Iron Fittings,Ductile Iron Fittings - 300mm tee,each,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Utilities,Water Supply,Ductile Iron Fittings,Ductile Iron Fittings - 450mm reducer,each,,utilities;water,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Cables & Wires,Cable Glands,Cable Glands - M20,each,,electrical,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Cables & Wires,Cable Glands,Cable Glands - M25,each,,electrical,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Cables & Wires,Cable Glands,Cable Glands - M32,each,,electrical,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Cables & Wires,Cable Glands,Cable Glands - M40,each,,electrical,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Cables & Wires,Cable Glands,Cable Glands - M50,each,,electrical,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Cables & Wires,Cable Glands,Cable Glands - M63,each,,electrical,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,Stainless Steel Pipe,Stainless Steel Pipe - 15mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,Stainless Steel Pipe,Stainless Steel Pipe - 22mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,Stainless Steel Pipe,Stainless Steel Pipe - 28mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,Stainless Steel Pipe,Stainless Steel Pipe - 35mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,Stainless Steel Pipe,Stainless Steel Pipe - 42mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,Stainless Steel Pipe,Stainless Steel Pipe - 54mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,Stainless Steel Fittings,Stainless Steel Fittings - 15mm elbow,each,,plumbing;fitting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,Stainless Steel Fittings,Stainless Steel Fittings - 22mm elbow,each,,plumbing;fitting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,Stainless Steel Fittings,Stainless Steel Fittings - 28mm elbow,each,,plumbing;fitting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,Stainless Steel Fittings,Stainless Steel Fittings - 35mm tee,each,,plumbing;fitting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,Stainless Steel Fittings,Stainless Steel Fittings - 42mm reducer,each,,plumbing;fitting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Concrete & Reinforcement,Reinforcement,Steel Rebar Coupler,Steel Rebar Coupler - 12mm,each,,reinforcement,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Concrete & Reinforcement,Reinforcement,Steel Rebar Coupler,Steel Rebar Coupler - 16mm,each,,reinforcement,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Concrete & Reinforcement,Reinforcement,Steel Rebar Coupler,Steel Rebar Coupler - 20mm,each,,reinforcement,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Concrete & Reinforcement,Reinforcement,Steel Rebar Coupler,Steel Rebar Coupler - 25mm,each,,reinforcement,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Concrete & Reinforcement,Reinforcement,Steel Rebar Coupler,Steel Rebar Coupler - 32mm,each,,reinforcement,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Waterproofing & Roofing,Waterproofing Systems,Polyethylene Sheet,Polyethylene Sheet - 0.2mm,square_meter,,waterproofing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Waterproofing & Roofing,Waterproofing Systems,Polyethylene Sheet,Polyethylene Sheet - 0.3mm,square_meter,,waterproofing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Waterproofing & Roofing,Waterproofing Systems,Polyethylene Sheet,Polyethylene Sheet - 0.5mm,square_meter,,waterproofing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Architectural Finishes,Wall & Ceiling,Expansion Joint,Expansion Joint - 25mm joint,meter,,finishes,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Architectural Finishes,Wall & Ceiling,Expansion Joint,Expansion Joint - 50mm joint,meter,,finishes,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Architectural Finishes,Wall & Ceiling,Expansion Joint,Expansion Joint - 75mm joint,meter,,finishes,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Architectural Finishes,Wall & Ceiling,Access Panel,Access Panel - 300x300,each,,finishes,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Architectural Finishes,Wall & Ceiling,Access Panel,Access Panel - 450x450,each,,finishes,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
Architectural Finishes,Wall & Ceiling,Access Panel,Access Panel - 600x600,each,,finishes,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,uPVC Elbow,uPVC Elbow - 50mm,each,,plumbing;fitting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,uPVC Elbow,uPVC Elbow - 75mm,each,,plumbing;fitting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,uPVC Elbow,uPVC Elbow - 100mm,each,,plumbing;fitting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,uPVC Elbow,uPVC Elbow - 150mm,each,,plumbing;fitting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,uPVC Elbow,uPVC Elbow - 200mm,each,,plumbing;fitting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,uPVC Tee,uPVC Tee - 50mm,each,,plumbing;fitting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,uPVC Tee,uPVC Tee - 75mm,each,,plumbing;fitting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
